 Step   rOH   Energy
1162      1.99779460    0.10389804E-01
1163      1.99829460    0.10430369E-01
1164      1.99879460    0.10470995E-01
1165      1.99929460    0.10511683E-01
1166      1.99979460    0.10552431E-01
1167      2.00029460    0.10593239E-01
1168      2.00079460    0.10634109E-01
1169      2.00129460    0.10675039E-01
1170      2.00179460    0.10716030E-01
1171      2.00229460    0.10757081E-01
1172      2.00279460    0.10798192E-01
1173      2.00329460    0.10839364E-01
1174      2.00379460    0.10880596E-01
1175      2.00429460    0.10921888E-01
1176      2.00479460    0.10963240E-01
1177      2.00529460    0.11004652E-01
1178      2.00579460    0.11046124E-01
1179      2.00629460    0.11087655E-01
1180      2.00679460    0.11129246E-01
1181      2.00729460    0.11170897E-01
1182      2.00779460    0.11212607E-01
1183      2.00829460    0.11254376E-01
1184      2.00879460    0.11296205E-01
1185      2.00929460    0.11338093E-01
1186      2.00979460    0.11380040E-01
1187      2.01029460    0.11422046E-01
1188      2.01079460    0.11464111E-01
1189      2.01129460    0.11506235E-01
1190      2.01179460    0.11548417E-01
1191      2.01229460    0.11590659E-01
1192      2.01279460    0.11632958E-01
1193      2.01329460    0.11675317E-01
1194      2.01379460    0.11717734E-01
1195      2.01429460    0.11760209E-01
1196      2.01479460    0.11802742E-01
1197      2.01529460    0.11845334E-01
1198      2.01579460    0.11887984E-01
1199      2.01629460    0.11930691E-01
1200      2.01679460    0.11973457E-01
1201      2.01729460    0.12016281E-01
1202      2.01779460    0.12059162E-01
1203      2.01829460    0.12102101E-01
1204      2.01879460    0.12145098E-01
1205      2.01929460    0.12188152E-01
1206      2.01979460    0.12231263E-01
1207      2.02029460    0.12274432E-01
1208      2.02079460    0.12317659E-01
1209      2.02129460    0.12360942E-01
1210      2.02179460    0.12404283E-01
1211      2.02229460    0.12447680E-01
1212      2.02279460    0.12491135E-01
1213      2.02329460    0.12534647E-01
1214      2.02379460    0.12578215E-01
1215      2.02429460    0.12621840E-01
1216      2.02479460    0.12665522E-01
1217      2.02529460    0.12709261E-01
1218      2.02579460    0.12753056E-01
1219      2.02629460    0.12796907E-01
1220      2.02679460    0.12840815E-01
1221      2.02729460    0.12884779E-01
1222      2.02779460    0.12928799E-01
1223      2.02829460    0.12972876E-01
1224      2.02879460    0.13017008E-01
1225      2.02929460    0.13061197E-01
1226      2.02979460    0.13105441E-01
1227      2.03029460    0.13149742E-01
1228      2.03079460    0.13194098E-01
1229      2.03129460    0.13238510E-01
1230      2.03179460    0.13282977E-01
1231      2.03229460    0.13327500E-01
1232      2.03279460    0.13372079E-01
1233      2.03329460    0.13416713E-01
1234      2.03379460    0.13461403E-01
1235      2.03429460    0.13506147E-01
1236      2.03479460    0.13550947E-01
1237      2.03529460    0.13595802E-01
1238      2.03579460    0.13640713E-01
1239      2.03629460    0.13685678E-01
1240      2.03679460    0.13730698E-01
1241      2.03729460    0.13775773E-01
1242      2.03779460    0.13820903E-01
1243      2.03829460    0.13866088E-01
1244      2.03879460    0.13911327E-01
1245      2.03929460    0.13956621E-01
1246      2.03979460    0.14001970E-01
1247      2.04029460    0.14047373E-01
1248      2.04079460    0.14092830E-01
1249      2.04129460    0.14138342E-01
1250      2.04179460    0.14183908E-01
1251      2.04229460    0.14229528E-01
1252      2.04279460    0.14275203E-01
1253      2.04329460    0.14320931E-01
1254      2.04379460    0.14366714E-01
1255      2.04429460    0.14412551E-01
1256      2.04479460    0.14458441E-01
1257      2.04529460    0.14504386E-01
1258      2.04579460    0.14550384E-01
1259      2.04629460    0.14596436E-01
1260      2.04679460    0.14642542E-01
1261      2.04729460    0.14688701E-01
1262      2.04779460    0.14734914E-01
1263      2.04829460    0.14781180E-01
1264      2.04879460    0.14827500E-01
1265      2.04929460    0.14873873E-01
1266      2.04979460    0.14920299E-01
1267      2.05029460    0.14966779E-01
1268      2.05079460    0.15013312E-01
1269      2.05129460    0.15059898E-01
1270      2.05179460    0.15106537E-01
1271      2.05229460    0.15153229E-01
1272      2.05279460    0.15199974E-01
1273      2.05329460    0.15246772E-01
1274      2.05379460    0.15293623E-01
1275      2.05429460    0.15340527E-01
1276      2.05479460    0.15387483E-01
1277      2.05529460    0.15434492E-01
1278      2.05579460    0.15481554E-01
1279      2.05629460    0.15528668E-01
1280      2.05679460    0.15575835E-01
1281      2.05729460    0.15623055E-01
1282      2.05779460    0.15670327E-01
1283      2.05829460    0.15717651E-01
1284      2.05879460    0.15765027E-01
1285      2.05929460    0.15812456E-01
1286      2.05979460    0.15859937E-01
1287      2.06029460    0.15907470E-01
1288      2.06079460    0.15955055E-01
1289      2.06129460    0.16002693E-01
1290      2.06179460    0.16050382E-01
1291      2.06229460    0.16098123E-01
1292      2.06279460    0.16145917E-01
1293      2.06329460    0.16193762E-01
1294      2.06379460    0.16241659E-01
1295      2.06429460    0.16289607E-01
1296      2.06479460    0.16337608E-01
1297      2.06529460    0.16385660E-01
1298      2.06579460    0.16433763E-01
1299      2.06629460    0.16481919E-01
1300      2.06679460    0.16530125E-01
1301      2.06729460    0.16578384E-01
1302      2.06779460    0.16626693E-01
1303      2.06829460    0.16675054E-01
1304      2.06879460    0.16723467E-01
1305      2.06929460    0.16771930E-01
1306      2.06979460    0.16820445E-01
1307      2.07029460    0.16869012E-01
1308      2.07079460    0.16917629E-01
1309      2.07129460    0.16966297E-01
1310      2.07179460    0.17015017E-01
1311      2.07229460    0.17063788E-01
1312      2.07279460    0.17112609E-01
1313      2.07329460    0.17161482E-01
1314      2.07379460    0.17210405E-01
1315      2.07429460    0.17259379E-01
1316      2.07479460    0.17308405E-01
1317      2.07529460    0.17357481E-01
1318      2.07579460    0.17406607E-01
1319      2.07629460    0.17455785E-01
1320      2.07679460    0.17505013E-01
1321      2.07729460    0.17554291E-01
1322      2.07779460    0.17603620E-01
1323      2.07829460    0.17653000E-01
1324      2.07879460    0.17702431E-01
1325      2.07929460    0.17751911E-01
1326      2.07979460    0.17801442E-01
1327      2.08029460    0.17851024E-01
1328      2.08079460    0.17900656E-01
1329      2.08129460    0.17950338E-01
1330      2.08179460    0.18000071E-01
1331      2.08229460    0.18049854E-01
1332      2.08279460    0.18099687E-01
1333      2.08329460    0.18149570E-01
1334      2.08379460    0.18199503E-01
1335      2.08429460    0.18249486E-01
1336      2.08479460    0.18299520E-01
1337      2.08529460    0.18349604E-01
1338      2.08579460    0.18399737E-01
1339      2.08629460    0.18449921E-01
1340      2.08679460    0.18500154E-01
1341      2.08729460    0.18550437E-01
1342      2.08779460    0.18600771E-01
1343      2.08829460    0.18651154E-01
1344      2.08879460    0.18701587E-01
1345      2.08929460    0.18752069E-01
1346      2.08979460    0.18802602E-01
1347      2.09029460    0.18853184E-01
1348      2.09079460    0.18903815E-01
1349      2.09129460    0.18954497E-01
1350      2.09179460    0.19005228E-01
1351      2.09229460    0.19056009E-01
1352      2.09279460    0.19106839E-01
1353      2.09329460    0.19157719E-01
1354      2.09379460    0.19208648E-01
1355      2.09429460    0.19259627E-01
1356      2.09479460    0.19310655E-01
1357      2.09529460    0.19361733E-01
1358      2.09579460    0.19412860E-01
1359      2.09629460    0.19464036E-01
1360      2.09679460    0.19515262E-01
1361      2.09729460    0.19566537E-01
1362      2.09779460    0.19617862E-01
1363      2.09829460    0.19669235E-01
1364      2.09879460    0.19720658E-01
1365      2.09929460    0.19772130E-01
1366      2.09979460    0.19823652E-01
1367      2.10029460    0.19875222E-01
1368      2.10079460    0.19926842E-01
1369      2.10129460    0.19978511E-01
1370      2.10179460    0.20030229E-01
1371      2.10229460    0.20081996E-01
1372      2.10279460    0.20133812E-01
1373      2.10329460    0.20185677E-01
1374      2.10379460    0.20237591E-01
1375      2.10429460    0.20289555E-01
1376      2.10479460    0.20341567E-01
1377      2.10529460    0.20393628E-01
1378      2.10579460    0.20445738E-01
1379      2.10629460    0.20497897E-01
1380      2.10679460    0.20550105E-01
1381      2.10729460    0.20602361E-01
1382      2.10779460    0.20654667E-01
1383      2.10829460    0.20707022E-01
1384      2.10879460    0.20759425E-01
1385      2.10929460    0.20811877E-01
1386      2.10979460    0.20864378E-01
1387      2.11029460    0.20916928E-01
1388      2.11079460    0.20969526E-01
1389      2.11129460    0.21022173E-01
1390      2.11179460    0.21074869E-01
1391      2.11229460    0.21127614E-01
1392      2.11279460    0.21180407E-01
1393      2.11329460    0.21233249E-01
1394      2.11379460    0.21286140E-01
1395      2.11429460    0.21339079E-01
1396      2.11479460    0.21392067E-01
1397      2.11529460    0.21445104E-01
1398      2.11579460    0.21498189E-01
1399      2.11629460    0.21551323E-01
1400      2.11679460    0.21604505E-01
1401      2.11729460    0.21657736E-01
1402      2.11779460    0.21711016E-01
1403      2.11829460    0.21764344E-01
1404      2.11879460    0.21817721E-01
1405      2.11929460    0.21871146E-01
1406      2.11979460    0.21924620E-01
1407      2.12029460    0.21978142E-01
1408      2.12079460    0.22031713E-01
1409      2.12129460    0.22085332E-01
1410      2.12179460    0.22139000E-01
1411      2.12229460    0.22192716E-01
1412      2.12279460    0.22246481E-01
1413      2.12329460    0.22300294E-01
1414      2.12379460    0.22354156E-01
1415      2.12429460    0.22408066E-01
1416      2.12479460    0.22462025E-01
1417      2.12529460    0.22516032E-01
1418      2.12579460    0.22570087E-01
1419      2.12629460    0.22624191E-01
1420      2.12679460    0.22678343E-01
1421      2.12729460    0.22732544E-01
1422      2.12779460    0.22786793E-01
1423      2.12829460    0.22841091E-01
1424      2.12879460    0.22895436E-01
1425      2.12929460    0.22949831E-01
1426      2.12979460    0.23004274E-01
1427      2.13029460    0.23058765E-01
1428      2.13079460    0.23113304E-01
1429      2.13129460    0.23167892E-01
1430      2.13179460    0.23222528E-01
1431      2.13229460    0.23277213E-01
1432      2.13279460    0.23331946E-01
1433      2.13329460    0.23386728E-01
1434      2.13379460    0.23441558E-01
1435      2.13429460    0.23496436E-01
1436      2.13479460    0.23551362E-01
1437      2.13529460    0.23606337E-01
1438      2.13579460    0.23661361E-01
1439      2.13629460    0.23716433E-01
1440      2.13679460    0.23771553E-01
1441      2.13729460    0.23826721E-01
1442      2.13779460    0.23881938E-01
1443      2.13829460    0.23937204E-01
1444      2.13879460    0.23992517E-01
1445      2.13929460    0.24047880E-01
1446      2.13979460    0.24103290E-01
1447      2.14029460    0.24158749E-01
1448      2.14079460    0.24214257E-01
1449      2.14129460    0.24269813E-01
1450      2.14179460    0.24325417E-01
1451      2.14229460    0.24381069E-01
1452      2.14279460    0.24436771E-01
1453      2.14329460    0.24492520E-01
1454      2.14379460    0.24548318E-01
1455      2.14429460    0.24604165E-01
1456      2.14479460    0.24660060E-01
1457      2.14529460    0.24716003E-01
1458      2.14579460    0.24771995E-01
1459      2.14629460    0.24828035E-01
1460      2.14679460    0.24884124E-01
1461      2.14729460    0.24940262E-01
1462      2.14779460    0.24996448E-01
1463      2.14829460    0.25052682E-01
1464      2.14879460    0.25108965E-01
1465      2.14929460    0.25165297E-01
1466      2.14979460    0.25221677E-01
1467      2.15029460    0.25278106E-01
1468      2.15079460    0.25334583E-01
1469      2.15129460    0.25391109E-01
1470      2.15179460    0.25447683E-01
1471      2.15229460    0.25504306E-01
1472      2.15279460    0.25560978E-01
1473      2.15329460    0.25617698E-01
1474      2.15379460    0.25674467E-01
1475      2.15429460    0.25731285E-01
1476      2.15479460    0.25788151E-01
1477      2.15529460    0.25845066E-01
1478      2.15579460    0.25902030E-01
1479      2.15629460    0.25959043E-01
1480      2.15679460    0.26016104E-01
1481      2.15729460    0.26073214E-01
1482      2.15779460    0.26130373E-01
1483      2.15829460    0.26187580E-01
1484      2.15879460    0.26244837E-01
1485      2.15929460    0.26302142E-01
1486      2.15979460    0.26359496E-01
1487      2.16029460    0.26416899E-01
1488      2.16079460    0.26474351E-01
1489      2.16129460    0.26531851E-01
1490      2.16179460    0.26589401E-01
1491      2.16229460    0.26646999E-01
1492      2.16279460    0.26704647E-01
1493      2.16329460    0.26762344E-01
1494      2.16379460    0.26820089E-01
1495      2.16429460    0.26877884E-01
1496      2.16479460    0.26935727E-01
1497      2.16529460    0.26993620E-01
1498      2.16579460    0.27051561E-01
1499      2.16629460    0.27109552E-01
1500      2.16679460    0.27167592E-01
1501      2.16729460    0.27225681E-01
1502      2.16779460    0.27283820E-01
1503      2.16829460    0.27342007E-01
1504      2.16879460    0.27400244E-01
1505      2.16929460    0.27458530E-01
1506      2.16979460    0.27516865E-01
1507      2.17029460    0.27575250E-01
1508      2.17079460    0.27633683E-01
1509      2.17129460    0.27692167E-01
1510      2.17179460    0.27750699E-01
1511      2.17229460    0.27809281E-01
1512      2.17279460    0.27867913E-01
1513      2.17329460    0.27926594E-01
1514      2.17379460    0.27985324E-01
1515      2.17429460    0.28044104E-01
1516      2.17479460    0.28102933E-01
1517      2.17529460    0.28161812E-01
1518      2.17579460    0.28220741E-01
1519      2.17629460    0.28279719E-01
1520      2.17679460    0.28338747E-01
1521      2.17729460    0.28397824E-01
1522      2.17779460    0.28456952E-01
1523      2.17829460    0.28516129E-01
1524      2.17879460    0.28575355E-01
1525      2.17929460    0.28634632E-01
1526      2.17979460    0.28693958E-01
1527      2.18029460    0.28753335E-01
1528      2.18079460    0.28812761E-01
1529      2.18129460    0.28872237E-01
1530      2.18179460    0.28931763E-01
1531      2.18229460    0.28991339E-01
1532      2.18279460    0.29050965E-01
1533      2.18329460    0.29110641E-01
1534      2.18379460    0.29170368E-01
1535      2.18429460    0.29230144E-01
1536      2.18479460    0.29289971E-01
1537      2.18529460    0.29349848E-01
1538      2.18579460    0.29409775E-01
1539      2.18629460    0.29469752E-01
1540      2.18679460    0.29529780E-01
1541      2.18729460    0.29589858E-01
1542      2.18779460    0.29649986E-01
1543      2.18829460    0.29710165E-01
1544      2.18879460    0.29770394E-01
1545      2.18929460    0.29830674E-01
1546      2.18979460    0.29891004E-01
1547      2.19029460    0.29951385E-01
1548      2.19079460    0.30011817E-01
1549      2.19129460    0.30072299E-01
1550      2.19179460    0.30132832E-01
1551      2.19229460    0.30193416E-01
1552      2.19279460    0.30254050E-01
1553      2.19329460    0.30314736E-01
1554      2.19379460    0.30375472E-01
1555      2.19429460    0.30436259E-01
1556      2.19479460    0.30497097E-01
1557      2.19529460    0.30557986E-01
1558      2.19579460    0.30618926E-01
1559      2.19629460    0.30679917E-01
1560      2.19679460    0.30740959E-01
1561      2.19729460    0.30802052E-01
1562      2.19779460    0.30863197E-01
1563      2.19829460    0.30924393E-01
1564      2.19879460    0.30985640E-01
1565      2.19929460    0.31046938E-01
1566      2.19979460    0.31108288E-01
1567      2.20029460    0.31169690E-01
1568      2.20079460    0.31231142E-01
1569      2.20129460    0.31292647E-01
1570      2.20179460    0.31354203E-01
1571      2.20229460    0.31415810E-01
1572      2.20279460    0.31477469E-01
1573      2.20329460    0.31539180E-01
1574      2.20379460    0.31600943E-01
1575      2.20429460    0.31662757E-01
1576      2.20479460    0.31724624E-01
1577      2.20529460    0.31786542E-01
1578      2.20579460    0.31848512E-01
1579      2.20629460    0.31910534E-01
1580      2.20679460    0.31972608E-01
1581      2.20729460    0.32034735E-01
1582      2.20779460    0.32096913E-01
1583      2.20829460    0.32159144E-01
1584      2.20879460    0.32221427E-01
1585      2.20929460    0.32283762E-01
1586      2.20979460    0.32346150E-01
1587      2.21029460    0.32408590E-01
1588      2.21079460    0.32471083E-01
1589      2.21129460    0.32533628E-01
1590      2.21179460    0.32596226E-01
1591      2.21229460    0.32658876E-01
1592      2.21279460    0.32721579E-01
1593      2.21329460    0.32784335E-01
1594      2.21379460    0.32847143E-01
1595      2.21429460    0.32910005E-01
1596      2.21479460    0.32972919E-01
1597      2.21529460    0.33035887E-01
1598      2.21579460    0.33098907E-01
1599      2.21629460    0.33161980E-01
1600      2.21679460    0.33225107E-01
1601      2.21729460    0.33288287E-01
1602      2.21779460    0.33351520E-01
1603      2.21829460    0.33414806E-01
1604      2.21879460    0.33478146E-01
1605      2.21929460    0.33541539E-01
1606      2.21979460    0.33604986E-01
1607      2.22029460    0.33668486E-01
1608      2.22079460    0.33732040E-01
1609      2.22129460    0.33795647E-01
1610      2.22179460    0.33859308E-01
1611      2.22229460    0.33923023E-01
1612      2.22279460    0.33986792E-01
1613      2.22329460    0.34050615E-01
1614      2.22379460    0.34114492E-01
1615      2.22429460    0.34178422E-01
1616      2.22479460    0.34242407E-01
1617      2.22529460    0.34306446E-01
1618      2.22579460    0.34370540E-01
1619      2.22629460    0.34434687E-01
1620      2.22679460    0.34498889E-01
1621      2.22729460    0.34563146E-01
1622      2.22779460    0.34627457E-01
1623      2.22829460    0.34691822E-01
1624      2.22879460    0.34756242E-01
1625      2.22929460    0.34820717E-01
1626      2.22979460    0.34885246E-01
1627      2.23029460    0.34949830E-01
1628      2.23079460    0.35014470E-01
1629      2.23129460    0.35079164E-01
1630      2.23179460    0.35143913E-01
1631      2.23229460    0.35208717E-01
1632      2.23279460    0.35273577E-01
1633      2.23329460    0.35338491E-01
1634      2.23379460    0.35403461E-01
1635      2.23429460    0.35468486E-01
1636      2.23479460    0.35533567E-01
1637      2.23529460    0.35598703E-01
1638      2.23579460    0.35663895E-01
1639      2.23629460    0.35729143E-01
1640      2.23679460    0.35794446E-01
1641      2.23729460    0.35859805E-01
1642      2.23779460    0.35925220E-01
1643      2.23829460    0.35990690E-01
1644      2.23879460    0.36056217E-01
1645      2.23929460    0.36121800E-01
1646      2.23979460    0.36187439E-01
1647      2.24029460    0.36253134E-01
1648      2.24079460    0.36318885E-01
1649      2.24129460    0.36384693E-01
1650      2.24179460    0.36450558E-01
1651      2.24229460    0.36516479E-01
1652      2.24279460    0.36582456E-01
1653      2.24329460    0.36648490E-01
1654      2.24379460    0.36714581E-01
1655      2.24429460    0.36780729E-01
1656      2.24479460    0.36846933E-01
1657      2.24529460    0.36913195E-01
1658      2.24579460    0.36979513E-01
1659      2.24629460    0.37045889E-01
1660      2.24679460    0.37112322E-01
1661      2.24729460    0.37178812E-01
1662      2.24779460    0.37245360E-01
1663      2.24829460    0.37311965E-01
1664      2.24879460    0.37378628E-01
1665      2.24929460    0.37445348E-01
1666      2.24979460    0.37512126E-01
1667      2.25029460    0.37578962E-01
1668      2.25079460    0.37645855E-01
1669      2.25129460    0.37712807E-01
1670      2.25179460    0.37779816E-01
1671      2.25229460    0.37846884E-01
1672      2.25279460    0.37914009E-01
1673      2.25329460    0.37981193E-01
1674      2.25379460    0.38048436E-01
1675      2.25429460    0.38115737E-01
1676      2.25479460    0.38183096E-01
1677      2.25529460    0.38250514E-01
1678      2.25579460    0.38317990E-01
1679      2.25629460    0.38385526E-01
1680      2.25679460    0.38453120E-01
1681      2.25729460    0.38520773E-01
1682      2.25779460    0.38588485E-01
1683      2.25829460    0.38656256E-01
1684      2.25879460    0.38724087E-01
1685      2.25929460    0.38791976E-01
1686      2.25979460    0.38859926E-01
1687      2.26029460    0.38927934E-01
1688      2.26079460    0.38996002E-01
1689      2.26129460    0.39064130E-01
1690      2.26179460    0.39132317E-01
1691      2.26229460    0.39200565E-01
1692      2.26279460    0.39268872E-01
1693      2.26329460    0.39337239E-01
1694      2.26379460    0.39405666E-01
1695      2.26429460    0.39474153E-01
1696      2.26479460    0.39542701E-01
1697      2.26529460    0.39611309E-01
1698      2.26579460    0.39679977E-01
1699      2.26629460    0.39748706E-01
1700      2.26679460    0.39817496E-01
1701      2.26729460    0.39886346E-01
1702      2.26779460    0.39955257E-01
1703      2.26829460    0.40024229E-01
1704      2.26879460    0.40093262E-01
1705      2.26929460    0.40162356E-01
1706      2.26979460    0.40231511E-01
1707      2.27029460    0.40300728E-01
1708      2.27079460    0.40370006E-01
1709      2.27129460    0.40439345E-01
1710      2.27179460    0.40508746E-01
1711      2.27229460    0.40578209E-01
1712      2.27279460    0.40647733E-01
1713      2.27329460    0.40717319E-01
1714      2.27379460    0.40786967E-01
1715      2.27429460    0.40856677E-01
1716      2.27479460    0.40926450E-01
1717      2.27529460    0.40996284E-01
1718      2.27579460    0.41066181E-01
1719      2.27629460    0.41136141E-01
1720      2.27679460    0.41206162E-01
1721      2.27729460    0.41276247E-01
1722      2.27779460    0.41346394E-01
1723      2.27829460    0.41416604E-01
1724      2.27879460    0.41486877E-01
1725      2.27929460    0.41557213E-01
1726      2.27979460    0.41627613E-01
1727      2.28029460    0.41698075E-01
1728      2.28079460    0.41768601E-01
1729      2.28129460    0.41839190E-01
1730      2.28179460    0.41909843E-01
1731      2.28229460    0.41980559E-01
1732      2.28279460    0.42051339E-01
1733      2.28329460    0.42122183E-01
1734      2.28379460    0.42193091E-01
1735      2.28429460    0.42264063E-01
1736      2.28479460    0.42335099E-01
1737      2.28529460    0.42406200E-01
1738      2.28579460    0.42477365E-01
1739      2.28629460    0.42548594E-01
1740      2.28679460    0.42619888E-01
1741      2.28729460    0.42691247E-01
1742      2.28779460    0.42762670E-01
1743      2.28829460    0.42834158E-01
1744      2.28879460    0.42905712E-01
1745      2.28929460    0.42977330E-01
1746      2.28979460    0.43049014E-01
1747      2.29029460    0.43120763E-01
1748      2.29079460    0.43192577E-01
1749      2.29129460    0.43264457E-01
1750      2.29179460    0.43336403E-01
1751      2.29229460    0.43408414E-01
1752      2.29279460    0.43480492E-01
1753      2.29329460    0.43552635E-01
1754      2.29379460    0.43624845E-01
1755      2.29429460    0.43697120E-01
1756      2.29479460    0.43769462E-01
1757      2.29529460    0.43841871E-01
1758      2.29579460    0.43914346E-01
1759      2.29629460    0.43986887E-01
1760      2.29679460    0.44059496E-01
1761      2.29729460    0.44132171E-01
1762      2.29779460    0.44204913E-01
1763      2.29829460    0.44277723E-01
1764      2.29879460    0.44350600E-01
1765      2.29929460    0.44423544E-01
1766      2.29979460    0.44496555E-01
1767      2.30029460    0.44569634E-01
1768      2.30079460    0.44642781E-01
1769      2.30129460    0.44715996E-01
1770      2.30179460    0.44789278E-01
1771      2.30229460    0.44862629E-01
1772      2.30279460    0.44936048E-01
1773      2.30329460    0.45009535E-01
1774      2.30379460    0.45083090E-01
1775      2.30429460    0.45156714E-01
1776      2.30479460    0.45230406E-01
1777      2.30529460    0.45304168E-01
1778      2.30579460    0.45377998E-01
1779      2.30629460    0.45451897E-01
1780      2.30679460    0.45525865E-01
1781      2.30729460    0.45599903E-01
1782      2.30779460    0.45674010E-01
1783      2.30829460    0.45748186E-01
1784      2.30879460    0.45822432E-01
1785      2.30929460    0.45896748E-01
1786      2.30979460    0.45971133E-01
1787      2.31029460    0.46045588E-01
1788      2.31079460    0.46120114E-01
1789      2.31129460    0.46194710E-01
1790      2.31179460    0.46269376E-01
1791      2.31229460    0.46344112E-01
1792      2.31279460    0.46418919E-01
1793      2.31329460    0.46493797E-01
1794      2.31379460    0.46568745E-01
1795      2.31429460    0.46643765E-01
1796      2.31479460    0.46718856E-01
1797      2.31529460    0.46794017E-01
1798      2.31579460    0.46869250E-01
1799      2.31629460    0.46944555E-01
1800      2.31679460    0.47019931E-01
1801      2.31729460    0.47095379E-01
1802      2.31779460    0.47170899E-01
1803      2.31829460    0.47246490E-01
1804      2.31879460    0.47322154E-01
1805      2.31929460    0.47397890E-01
1806      2.31979460    0.47473698E-01
1807      2.32029460    0.47549579E-01
1808      2.32079460    0.47625532E-01
1809      2.32129460    0.47701559E-01
1810      2.32179460    0.47777658E-01
1811      2.32229460    0.47853830E-01
1812      2.32279460    0.47930075E-01
1813      2.32329460    0.48006393E-01
1814      2.32379460    0.48082785E-01
1815      2.32429460    0.48159250E-01
1816      2.32479460    0.48235789E-01
1817      2.32529460    0.48312402E-01
1818      2.32579460    0.48389088E-01
1819      2.32629460    0.48465849E-01
1820      2.32679460    0.48542684E-01
1821      2.32729460    0.48619593E-01
1822      2.32779460    0.48696577E-01
1823      2.32829460    0.48773635E-01
1824      2.32879460    0.48850768E-01
1825      2.32929460    0.48927975E-01
1826      2.32979460    0.49005258E-01
1827      2.33029460    0.49082616E-01
1828      2.33079460    0.49160049E-01
1829      2.33129460    0.49237558E-01
1830      2.33179460    0.49315142E-01
1831      2.33229460    0.49392802E-01
1832      2.33279460    0.49470538E-01
1833      2.33329460    0.49548349E-01
1834      2.33379460    0.49626237E-01
1835      2.33429460    0.49704201E-01
1836      2.33479460    0.49782241E-01
1837      2.33529460    0.49860358E-01
1838      2.33579460    0.49938551E-01
1839      2.33629460    0.50016822E-01
1840      2.33679460    0.50095169E-01
1841      2.33729460    0.50173593E-01
1842      2.33779460    0.50252094E-01
1843      2.33829460    0.50330673E-01
1844      2.33879460    0.50409330E-01
1845      2.33929460    0.50488064E-01
1846      2.33979460    0.50566875E-01
1847      2.34029460    0.50645765E-01
1848      2.34079460    0.50724733E-01
1849      2.34129460    0.50803779E-01
1850      2.34179460    0.50882903E-01
1851      2.34229460    0.50962106E-01
1852      2.34279460    0.51041387E-01
1853      2.34329460    0.51120748E-01
1854      2.34379460    0.51200187E-01
1855      2.34429460    0.51279705E-01
1856      2.34479460    0.51359303E-01
1857      2.34529460    0.51438979E-01
1858      2.34579460    0.51518736E-01
1859      2.34629460    0.51598572E-01
1860      2.34679460    0.51678488E-01
1861      2.34729460    0.51758484E-01
1862      2.34779460    0.51838560E-01
1863      2.34829460    0.51918716E-01
1864      2.34879460    0.51998952E-01
1865      2.34929460    0.52079270E-01
1866      2.34979460    0.52159668E-01
1867      2.35029460    0.52240146E-01
1868      2.35079460    0.52320706E-01
1869      2.35129460    0.52401347E-01
1870      2.35179460    0.52482069E-01
1871      2.35229460    0.52562873E-01
1872      2.35279460    0.52643758E-01
1873      2.35329460    0.52724726E-01
1874      2.35379460    0.52805775E-01
1875      2.35429460    0.52886906E-01
1876      2.35479460    0.52968119E-01
1877      2.35529460    0.53049415E-01
1878      2.35579460    0.53130793E-01
1879      2.35629460    0.53212254E-01
1880      2.35679460    0.53293798E-01
1881      2.35729460    0.53375425E-01
1882      2.35779460    0.53457134E-01
1883      2.35829460    0.53538928E-01
1884      2.35879460    0.53620804E-01
1885      2.35929460    0.53702765E-01
1886      2.35979460    0.53784809E-01
1887      2.36029460    0.53866937E-01
1888      2.36079460    0.53949149E-01
1889      2.36129460    0.54031445E-01
1890      2.36179460    0.54113826E-01
1891      2.36229460    0.54196291E-01
1892      2.36279460    0.54278841E-01
1893      2.36329460    0.54361476E-01
1894      2.36379460    0.54444196E-01
1895      2.36429460    0.54527002E-01
1896      2.36479460    0.54609892E-01
1897      2.36529460    0.54692868E-01
1898      2.36579460    0.54775930E-01
1899      2.36629460    0.54859078E-01
1900      2.36679460    0.54942311E-01
1901      2.36729460    0.55025631E-01
1902      2.36779460    0.55109037E-01
1903      2.36829460    0.55192530E-01
1904      2.36879460    0.55276109E-01
1905      2.36929460    0.55359775E-01
1906      2.36979460    0.55443528E-01
1907      2.37029460    0.55527368E-01
1908      2.37079460    0.55611296E-01
1909      2.37129460    0.55695311E-01
1910      2.37179460    0.55779413E-01
1911      2.37229460    0.55863604E-01
1912      2.37279460    0.55947882E-01
1913      2.37329460    0.56032249E-01
1914      2.37379460    0.56116704E-01
1915      2.37429460    0.56201247E-01
1916      2.37479460    0.56285879E-01
1917      2.37529460    0.56370600E-01
1918      2.37579460    0.56455409E-01
1919      2.37629460    0.56540308E-01
1920      2.37679460    0.56625296E-01
1921      2.37729460    0.56710374E-01
1922      2.37779460    0.56795541E-01
1923      2.37829460    0.56880798E-01
1924      2.37879460    0.56966145E-01
1925      2.37929460    0.57051583E-01
1926      2.37979460    0.57137110E-01
1927      2.38029460    0.57222728E-01
1928      2.38079460    0.57308437E-01
1929      2.38129460    0.57394237E-01
1930      2.38179460    0.57480127E-01
1931      2.38229460    0.57566109E-01
1932      2.38279460    0.57652182E-01
1933      2.38329460    0.57738347E-01
1934      2.38379460    0.57824603E-01
1935      2.38429460    0.57910951E-01
1936      2.38479460    0.57997392E-01
1937      2.38529460    0.58083924E-01
1938      2.38579460    0.58170549E-01
