 Step   rOH   Energy
1248      2.04079460    0.11165761E-01
1249      2.04129460    0.11207673E-01
1250      2.04179460    0.11249639E-01
1251      2.04229460    0.11291659E-01
1252      2.04279460    0.11333734E-01
1253      2.04329460    0.11375863E-01
1254      2.04379460    0.11418045E-01
1255      2.04429460    0.11460282E-01
1256      2.04479460    0.11502572E-01
1257      2.04529460    0.11544916E-01
1258      2.04579460    0.11587314E-01
1259      2.04629460    0.11629765E-01
1260      2.04679460    0.11672269E-01
1261      2.04729460    0.11714826E-01
1262      2.04779460    0.11757437E-01
1263      2.04829460    0.11800100E-01
1264      2.04879460    0.11842817E-01
1265      2.04929460    0.11885586E-01
1266      2.04979460    0.11928407E-01
1267      2.05029460    0.11971281E-01
1268      2.05079460    0.12014207E-01
1269      2.05129460    0.12057186E-01
1270      2.05179460    0.12100217E-01
1271      2.05229460    0.12143300E-01
1272      2.05279460    0.12186434E-01
1273      2.05329460    0.12229621E-01
1274      2.05379460    0.12272859E-01
1275      2.05429460    0.12316149E-01
1276      2.05479460    0.12359490E-01
1277      2.05529460    0.12402882E-01
1278      2.05579460    0.12446326E-01
1279      2.05629460    0.12489821E-01
1280      2.05679460    0.12533367E-01
1281      2.05729460    0.12576963E-01
1282      2.05779460    0.12620611E-01
1283      2.05829460    0.12664309E-01
1284      2.05879460    0.12708058E-01
1285      2.05929460    0.12751857E-01
1286      2.05979460    0.12795706E-01
1287      2.06029460    0.12839606E-01
1288      2.06079460    0.12883556E-01
1289      2.06129460    0.12927555E-01
1290      2.06179460    0.12971605E-01
1291      2.06229460    0.13015704E-01
1292      2.06279460    0.13059853E-01
1293      2.06329460    0.13104052E-01
1294      2.06379460    0.13148300E-01
1295      2.06429460    0.13192597E-01
1296      2.06479460    0.13236944E-01
1297      2.06529460    0.13281340E-01
1298      2.06579460    0.13325784E-01
1299      2.06629460    0.13370278E-01
1300      2.06679460    0.13414820E-01
1301      2.06729460    0.13459411E-01
1302      2.06779460    0.13504051E-01
1303      2.06829460    0.13548738E-01
1304      2.06879460    0.13593475E-01
1305      2.06929460    0.13638259E-01
1306      2.06979460    0.13683092E-01
1307      2.07029460    0.13727973E-01
1308      2.07079460    0.13772901E-01
1309      2.07129460    0.13817878E-01
1310      2.07179460    0.13862902E-01
1311      2.07229460    0.13907973E-01
1312      2.07279460    0.13953092E-01
1313      2.07329460    0.13998259E-01
1314      2.07379460    0.14043473E-01
1315      2.07429460    0.14088733E-01
1316      2.07479460    0.14134041E-01
1317      2.07529460    0.14179396E-01
1318      2.07579460    0.14224798E-01
1319      2.07629460    0.14270246E-01
1320      2.07679460    0.14315741E-01
1321      2.07729460    0.14361283E-01
1322      2.07779460    0.14406871E-01
1323      2.07829460    0.14452505E-01
1324      2.07879460    0.14498186E-01
1325      2.07929460    0.14543912E-01
1326      2.07979460    0.14589685E-01
1327      2.08029460    0.14635503E-01
1328      2.08079460    0.14681367E-01
1329      2.08129460    0.14727277E-01
1330      2.08179460    0.14773233E-01
1331      2.08229460    0.14819234E-01
1332      2.08279460    0.14865280E-01
1333      2.08329460    0.14911372E-01
1334      2.08379460    0.14957508E-01
1335      2.08429460    0.15003690E-01
1336      2.08479460    0.15049917E-01
1337      2.08529460    0.15096188E-01
1338      2.08579460    0.15142505E-01
1339      2.08629460    0.15188865E-01
1340      2.08679460    0.15235271E-01
1341      2.08729460    0.15281721E-01
1342      2.08779460    0.15328215E-01
1343      2.08829460    0.15374753E-01
1344      2.08879460    0.15421336E-01
1345      2.08929460    0.15467963E-01
1346      2.08979460    0.15514633E-01
1347      2.09029460    0.15561347E-01
1348      2.09079460    0.15608105E-01
1349      2.09129460    0.15654907E-01
1350      2.09179460    0.15701752E-01
1351      2.09229460    0.15748641E-01
1352      2.09279460    0.15795573E-01
1353      2.09329460    0.15842548E-01
1354      2.09379460    0.15889566E-01
1355      2.09429460    0.15936627E-01
1356      2.09479460    0.15983732E-01
1357      2.09529460    0.16030879E-01
1358      2.09579460    0.16078068E-01
1359      2.09629460    0.16125301E-01
1360      2.09679460    0.16172575E-01
1361      2.09729460    0.16219893E-01
1362      2.09779460    0.16267252E-01
1363      2.09829460    0.16314654E-01
1364      2.09879460    0.16362098E-01
1365      2.09929460    0.16409584E-01
1366      2.09979460    0.16457111E-01
1367      2.10029460    0.16504681E-01
1368      2.10079460    0.16552292E-01
1369      2.10129460    0.16599945E-01
1370      2.10179460    0.16647640E-01
1371      2.10229460    0.16695376E-01
1372      2.10279460    0.16743153E-01
1373      2.10329460    0.16790972E-01
1374      2.10379460    0.16838831E-01
1375      2.10429460    0.16886732E-01
1376      2.10479460    0.16934674E-01
1377      2.10529460    0.16982656E-01
1378      2.10579460    0.17030679E-01
1379      2.10629460    0.17078743E-01
1380      2.10679460    0.17126848E-01
1381      2.10729460    0.17174992E-01
1382      2.10779460    0.17223178E-01
1383      2.10829460    0.17271403E-01
1384      2.10879460    0.17319669E-01
1385      2.10929460    0.17367975E-01
1386      2.10979460    0.17416320E-01
1387      2.11029460    0.17464706E-01
1388      2.11079460    0.17513131E-01
1389      2.11129460    0.17561596E-01
1390      2.11179460    0.17610101E-01
1391      2.11229460    0.17658645E-01
1392      2.11279460    0.17707229E-01
1393      2.11329460    0.17755852E-01
1394      2.11379460    0.17804514E-01
1395      2.11429460    0.17853215E-01
1396      2.11479460    0.17901956E-01
1397      2.11529460    0.17950735E-01
1398      2.11579460    0.17999553E-01
1399      2.11629460    0.18048410E-01
1400      2.11679460    0.18097305E-01
1401      2.11729460    0.18146239E-01
1402      2.11779460    0.18195212E-01
1403      2.11829460    0.18244223E-01
1404      2.11879460    0.18293272E-01
1405      2.11929460    0.18342359E-01
1406      2.11979460    0.18391485E-01
1407      2.12029460    0.18440648E-01
1408      2.12079460    0.18489850E-01
1409      2.12129460    0.18539089E-01
1410      2.12179460    0.18588366E-01
1411      2.12229460    0.18637681E-01
1412      2.12279460    0.18687033E-01
1413      2.12329460    0.18736422E-01
1414      2.12379460    0.18785849E-01
1415      2.12429460    0.18835314E-01
1416      2.12479460    0.18884815E-01
1417      2.12529460    0.18934354E-01
1418      2.12579460    0.18983929E-01
1419      2.12629460    0.19033541E-01
1420      2.12679460    0.19083191E-01
1421      2.12729460    0.19132877E-01
1422      2.12779460    0.19182599E-01
1423      2.12829460    0.19232359E-01
1424      2.12879460    0.19282154E-01
1425      2.12929460    0.19331986E-01
1426      2.12979460    0.19381854E-01
1427      2.13029460    0.19431759E-01
1428      2.13079460    0.19481699E-01
1429      2.13129460    0.19531676E-01
1430      2.13179460    0.19581688E-01
1431      2.13229460    0.19631737E-01
1432      2.13279460    0.19681821E-01
1433      2.13329460    0.19731941E-01
1434      2.13379460    0.19782096E-01
1435      2.13429460    0.19832287E-01
1436      2.13479460    0.19882513E-01
1437      2.13529460    0.19932774E-01
1438      2.13579460    0.19983071E-01
1439      2.13629460    0.20033403E-01
1440      2.13679460    0.20083770E-01
1441      2.13729460    0.20134171E-01
1442      2.13779460    0.20184608E-01
1443      2.13829460    0.20235079E-01
1444      2.13879460    0.20285586E-01
1445      2.13929460    0.20336126E-01
1446      2.13979460    0.20386702E-01
1447      2.14029460    0.20437311E-01
1448      2.14079460    0.20487955E-01
1449      2.14129460    0.20538633E-01
1450      2.14179460    0.20589346E-01
1451      2.14229460    0.20640092E-01
1452      2.14279460    0.20690873E-01
1453      2.14329460    0.20741687E-01
1454      2.14379460    0.20792535E-01
1455      2.14429460    0.20843417E-01
1456      2.14479460    0.20894333E-01
1457      2.14529460    0.20945282E-01
1458      2.14579460    0.20996265E-01
1459      2.14629460    0.21047281E-01
1460      2.14679460    0.21098330E-01
1461      2.14729460    0.21149413E-01
1462      2.14779460    0.21200529E-01
1463      2.14829460    0.21251677E-01
1464      2.14879460    0.21302859E-01
1465      2.14929460    0.21354074E-01
1466      2.14979460    0.21405321E-01
1467      2.15029460    0.21456602E-01
1468      2.15079460    0.21507914E-01
1469      2.15129460    0.21559260E-01
1470      2.15179460    0.21610638E-01
1471      2.15229460    0.21662048E-01
1472      2.15279460    0.21713490E-01
1473      2.15329460    0.21764965E-01
1474      2.15379460    0.21816472E-01
1475      2.15429460    0.21868011E-01
1476      2.15479460    0.21919582E-01
1477      2.15529460    0.21971185E-01
1478      2.15579460    0.22022819E-01
1479      2.15629460    0.22074485E-01
1480      2.15679460    0.22126183E-01
1481      2.15729460    0.22177913E-01
1482      2.15779460    0.22229674E-01
1483      2.15829460    0.22281466E-01
1484      2.15879460    0.22333290E-01
1485      2.15929460    0.22385145E-01
1486      2.15979460    0.22437031E-01
1487      2.16029460    0.22488948E-01
1488      2.16079460    0.22540896E-01
1489      2.16129460    0.22592875E-01
1490      2.16179460    0.22644885E-01
1491      2.16229460    0.22696926E-01
1492      2.16279460    0.22748997E-01
1493      2.16329460    0.22801099E-01
1494      2.16379460    0.22853231E-01
1495      2.16429460    0.22905394E-01
1496      2.16479460    0.22957587E-01
1497      2.16529460    0.23009810E-01
1498      2.16579460    0.23062063E-01
1499      2.16629460    0.23114347E-01
1500      2.16679460    0.23166661E-01
1501      2.16729460    0.23219004E-01
1502      2.16779460    0.23271378E-01
1503      2.16829460    0.23323781E-01
1504      2.16879460    0.23376214E-01
1505      2.16929460    0.23428676E-01
1506      2.16979460    0.23481168E-01
1507      2.17029460    0.23533690E-01
1508      2.17079460    0.23586241E-01
1509      2.17129460    0.23638821E-01
1510      2.17179460    0.23691430E-01
1511      2.17229460    0.23744069E-01
1512      2.17279460    0.23796737E-01
1513      2.17329460    0.23849433E-01
1514      2.17379460    0.23902159E-01
1515      2.17429460    0.23954913E-01
1516      2.17479460    0.24007696E-01
1517      2.17529460    0.24060508E-01
1518      2.17579460    0.24113349E-01
1519      2.17629460    0.24166218E-01
1520      2.17679460    0.24219115E-01
1521      2.17729460    0.24272041E-01
1522      2.17779460    0.24324995E-01
1523      2.17829460    0.24377977E-01
1524      2.17879460    0.24430987E-01
1525      2.17929460    0.24484026E-01
1526      2.17979460    0.24537092E-01
1527      2.18029460    0.24590187E-01
1528      2.18079460    0.24643309E-01
1529      2.18129460    0.24696459E-01
1530      2.18179460    0.24749637E-01
1531      2.18229460    0.24802842E-01
1532      2.18279460    0.24856075E-01
1533      2.18329460    0.24909335E-01
1534      2.18379460    0.24962622E-01
1535      2.18429460    0.25015937E-01
1536      2.18479460    0.25069279E-01
1537      2.18529460    0.25122649E-01
1538      2.18579460    0.25176045E-01
1539      2.18629460    0.25229468E-01
1540      2.18679460    0.25282919E-01
1541      2.18729460    0.25336396E-01
1542      2.18779460    0.25389900E-01
1543      2.18829460    0.25443430E-01
1544      2.18879460    0.25496988E-01
1545      2.18929460    0.25550571E-01
1546      2.18979460    0.25604182E-01
1547      2.19029460    0.25657818E-01
1548      2.19079460    0.25711481E-01
1549      2.19129460    0.25765170E-01
1550      2.19179460    0.25818886E-01
1551      2.19229460    0.25872627E-01
1552      2.19279460    0.25926395E-01
1553      2.19329460    0.25980189E-01
1554      2.19379460    0.26034008E-01
1555      2.19429460    0.26087853E-01
1556      2.19479460    0.26141724E-01
1557      2.19529460    0.26195621E-01
1558      2.19579460    0.26249543E-01
1559      2.19629460    0.26303491E-01
1560      2.19679460    0.26357464E-01
1561      2.19729460    0.26411463E-01
1562      2.19779460    0.26465487E-01
1563      2.19829460    0.26519536E-01
1564      2.19879460    0.26573610E-01
1565      2.19929460    0.26627709E-01
1566      2.19979460    0.26681834E-01
1567      2.20029460    0.26735983E-01
1568      2.20079460    0.26790157E-01
1569      2.20129460    0.26844356E-01
1570      2.20179460    0.26898580E-01
1571      2.20229460    0.26952828E-01
1572      2.20279460    0.27007101E-01
1573      2.20329460    0.27061399E-01
1574      2.20379460    0.27115721E-01
1575      2.20429460    0.27170067E-01
1576      2.20479460    0.27224438E-01
1577      2.20529460    0.27278833E-01
1578      2.20579460    0.27333252E-01
1579      2.20629460    0.27387695E-01
1580      2.20679460    0.27442162E-01
1581      2.20729460    0.27496653E-01
1582      2.20779460    0.27551168E-01
1583      2.20829460    0.27605707E-01
1584      2.20879460    0.27660269E-01
1585      2.20929460    0.27714855E-01
1586      2.20979460    0.27769465E-01
1587      2.21029460    0.27824098E-01
1588      2.21079460    0.27878755E-01
1589      2.21129460    0.27933435E-01
1590      2.21179460    0.27988139E-01
1591      2.21229460    0.28042866E-01
1592      2.21279460    0.28097616E-01
1593      2.21329460    0.28152389E-01
1594      2.21379460    0.28207185E-01
1595      2.21429460    0.28262004E-01
1596      2.21479460    0.28316846E-01
1597      2.21529460    0.28371711E-01
1598      2.21579460    0.28426598E-01
1599      2.21629460    0.28481508E-01
1600      2.21679460    0.28536441E-01
1601      2.21729460    0.28591397E-01
1602      2.21779460    0.28646375E-01
1603      2.21829460    0.28701375E-01
1604      2.21879460    0.28756398E-01
1605      2.21929460    0.28811443E-01
1606      2.21979460    0.28866510E-01
1607      2.22029460    0.28921600E-01
1608      2.22079460    0.28976711E-01
1609      2.22129460    0.29031845E-01
1610      2.22179460    0.29087001E-01
1611      2.22229460    0.29142178E-01
1612      2.22279460    0.29197377E-01
1613      2.22329460    0.29252598E-01
1614      2.22379460    0.29307841E-01
1615      2.22429460    0.29363105E-01
1616      2.22479460    0.29418391E-01
1617      2.22529460    0.29473699E-01
1618      2.22579460    0.29529028E-01
1619      2.22629460    0.29584378E-01
1620      2.22679460    0.29639749E-01
1621      2.22729460    0.29695142E-01
1622      2.22779460    0.29750556E-01
1623      2.22829460    0.29805991E-01
1624      2.22879460    0.29861447E-01
1625      2.22929460    0.29916924E-01
1626      2.22979460    0.29972421E-01
1627      2.23029460    0.30027940E-01
1628      2.23079460    0.30083480E-01
1629      2.23129460    0.30139040E-01
1630      2.23179460    0.30194621E-01
1631      2.23229460    0.30250222E-01
1632      2.23279460    0.30305844E-01
1633      2.23329460    0.30361486E-01
1634      2.23379460    0.30417149E-01
1635      2.23429460    0.30472832E-01
1636      2.23479460    0.30528535E-01
1637      2.23529460    0.30584258E-01
1638      2.23579460    0.30640002E-01
1639      2.23629460    0.30695766E-01
1640      2.23679460    0.30751549E-01
1641      2.23729460    0.30807353E-01
1642      2.23779460    0.30863176E-01
1643      2.23829460    0.30919019E-01
1644      2.23879460    0.30974882E-01
1645      2.23929460    0.31030765E-01
1646      2.23979460    0.31086667E-01
1647      2.24029460    0.31142589E-01
1648      2.24079460    0.31198530E-01
1649      2.24129460    0.31254491E-01
1650      2.24179460    0.31310471E-01
1651      2.24229460    0.31366470E-01
1652      2.24279460    0.31422489E-01
1653      2.24329460    0.31478526E-01
1654      2.24379460    0.31534583E-01
1655      2.24429460    0.31590659E-01
1656      2.24479460    0.31646754E-01
1657      2.24529460    0.31702868E-01
1658      2.24579460    0.31759000E-01
1659      2.24629460    0.31815152E-01
1660      2.24679460    0.31871322E-01
1661      2.24729460    0.31927511E-01
1662      2.24779460    0.31983718E-01
1663      2.24829460    0.32039944E-01
1664      2.24879460    0.32096189E-01
1665      2.24929460    0.32152452E-01
1666      2.24979460    0.32208733E-01
1667      2.25029460    0.32265032E-01
1668      2.25079460    0.32321350E-01
1669      2.25129460    0.32377686E-01
1670      2.25179460    0.32434040E-01
1671      2.25229460    0.32490412E-01
1672      2.25279460    0.32546802E-01
1673      2.25329460    0.32603210E-01
1674      2.25379460    0.32659636E-01
1675      2.25429460    0.32716080E-01
1676      2.25479460    0.32772542E-01
1677      2.25529460    0.32829021E-01
1678      2.25579460    0.32885518E-01
1679      2.25629460    0.32942032E-01
1680      2.25679460    0.32998564E-01
1681      2.25729460    0.33055113E-01
1682      2.25779460    0.33111680E-01
1683      2.25829460    0.33168264E-01
1684      2.25879460    0.33224865E-01
1685      2.25929460    0.33281484E-01
1686      2.25979460    0.33338119E-01
1687      2.26029460    0.33394772E-01
1688      2.26079460    0.33451442E-01
1689      2.26129460    0.33508129E-01
1690      2.26179460    0.33564833E-01
1691      2.26229460    0.33621553E-01
1692      2.26279460    0.33678290E-01
1693      2.26329460    0.33735045E-01
1694      2.26379460    0.33791815E-01
1695      2.26429460    0.33848603E-01
1696      2.26479460    0.33905407E-01
1697      2.26529460    0.33962227E-01
1698      2.26579460    0.34019064E-01
1699      2.26629460    0.34075917E-01
1700      2.26679460    0.34132787E-01
1701      2.26729460    0.34189673E-01
1702      2.26779460    0.34246575E-01
1703      2.26829460    0.34303493E-01
1704      2.26879460    0.34360427E-01
1705      2.26929460    0.34417378E-01
1706      2.26979460    0.34474344E-01
1707      2.27029460    0.34531326E-01
1708      2.27079460    0.34588324E-01
1709      2.27129460    0.34645338E-01
1710      2.27179460    0.34702368E-01
1711      2.27229460    0.34759413E-01
1712      2.27279460    0.34816474E-01
1713      2.27329460    0.34873551E-01
1714      2.27379460    0.34930643E-01
1715      2.27429460    0.34987750E-01
1716      2.27479460    0.35044873E-01
1717      2.27529460    0.35102012E-01
1718      2.27579460    0.35159165E-01
1719      2.27629460    0.35216334E-01
1720      2.27679460    0.35273518E-01
1721      2.27729460    0.35330717E-01
1722      2.27779460    0.35387931E-01
1723      2.27829460    0.35445160E-01
1724      2.27879460    0.35502405E-01
1725      2.27929460    0.35559664E-01
1726      2.27979460    0.35616938E-01
1727      2.28029460    0.35674226E-01
1728      2.28079460    0.35731530E-01
1729      2.28129460    0.35788848E-01
1730      2.28179460    0.35846180E-01
1731      2.28229460    0.35903528E-01
1732      2.28279460    0.35960889E-01
1733      2.28329460    0.36018266E-01
1734      2.28379460    0.36075656E-01
1735      2.28429460    0.36133061E-01
1736      2.28479460    0.36190480E-01
1737      2.28529460    0.36247914E-01
1738      2.28579460    0.36305361E-01
1739      2.28629460    0.36362823E-01
1740      2.28679460    0.36420299E-01
1741      2.28729460    0.36477789E-01
1742      2.28779460    0.36535293E-01
1743      2.28829460    0.36592810E-01
1744      2.28879460    0.36650342E-01
1745      2.28929460    0.36707887E-01
1746      2.28979460    0.36765446E-01
1747      2.29029460    0.36823019E-01
1748      2.29079460    0.36880605E-01
1749      2.29129460    0.36938205E-01
1750      2.29179460    0.36995819E-01
1751      2.29229460    0.37053446E-01
1752      2.29279460    0.37111086E-01
1753      2.29329460    0.37168740E-01
1754      2.29379460    0.37226407E-01
1755      2.29429460    0.37284087E-01
1756      2.29479460    0.37341781E-01
1757      2.29529460    0.37399487E-01
1758      2.29579460    0.37457207E-01
1759      2.29629460    0.37514940E-01
1760      2.29679460    0.37572686E-01
1761      2.29729460    0.37630444E-01
1762      2.29779460    0.37688216E-01
1763      2.29829460    0.37746000E-01
1764      2.29879460    0.37803798E-01
1765      2.29929460    0.37861608E-01
1766      2.29979460    0.37919430E-01
1767      2.30029460    0.37977265E-01
1768      2.30079460    0.38035113E-01
1769      2.30129460    0.38092973E-01
1770      2.30179460    0.38150846E-01
1771      2.30229460    0.38208731E-01
1772      2.30279460    0.38266629E-01
1773      2.30329460    0.38324539E-01
1774      2.30379460    0.38382461E-01
1775      2.30429460    0.38440395E-01
1776      2.30479460    0.38498341E-01
1777      2.30529460    0.38556300E-01
1778      2.30579460    0.38614270E-01
1779      2.30629460    0.38672253E-01
1780      2.30679460    0.38730247E-01
1781      2.30729460    0.38788254E-01
1782      2.30779460    0.38846272E-01
1783      2.30829460    0.38904302E-01
1784      2.30879460    0.38962344E-01
1785      2.30929460    0.39020397E-01
1786      2.30979460    0.39078462E-01
1787      2.31029460    0.39136539E-01
1788      2.31079460    0.39194627E-01
1789      2.31129460    0.39252727E-01
1790      2.31179460    0.39310838E-01
1791      2.31229460    0.39368961E-01
1792      2.31279460    0.39427094E-01
1793      2.31329460    0.39485240E-01
1794      2.31379460    0.39543396E-01
1795      2.31429460    0.39601563E-01
1796      2.31479460    0.39659742E-01
1797      2.31529460    0.39717932E-01
1798      2.31579460    0.39776133E-01
1799      2.31629460    0.39834344E-01
1800      2.31679460    0.39892567E-01
1801      2.31729460    0.39950801E-01
1802      2.31779460    0.40009045E-01
1803      2.31829460    0.40067300E-01
1804      2.31879460    0.40125566E-01
1805      2.31929460    0.40183843E-01
1806      2.31979460    0.40242130E-01
1807      2.32029460    0.40300428E-01
1808      2.32079460    0.40358736E-01
1809      2.32129460    0.40417055E-01
1810      2.32179460    0.40475384E-01
1811      2.32229460    0.40533724E-01
1812      2.32279460    0.40592074E-01
1813      2.32329460    0.40650434E-01
1814      2.32379460    0.40708805E-01
1815      2.32429460    0.40767185E-01
1816      2.32479460    0.40825576E-01
1817      2.32529460    0.40883977E-01
1818      2.32579460    0.40942388E-01
1819      2.32629460    0.41000809E-01
1820      2.32679460    0.41059240E-01
1821      2.32729460    0.41117681E-01
1822      2.32779460    0.41176132E-01
1823      2.32829460    0.41234592E-01
1824      2.32879460    0.41293062E-01
1825      2.32929460    0.41351542E-01
1826      2.32979460    0.41410032E-01
1827      2.33029460    0.41468531E-01
1828      2.33079460    0.41527040E-01
1829      2.33129460    0.41585558E-01
1830      2.33179460    0.41644086E-01
1831      2.33229460    0.41702623E-01
1832      2.33279460    0.41761170E-01
1833      2.33329460    0.41819726E-01
1834      2.33379460    0.41878291E-01
1835      2.33429460    0.41936866E-01
1836      2.33479460    0.41995449E-01
1837      2.33529460    0.42054042E-01
1838      2.33579460    0.42112644E-01
1839      2.33629460    0.42171255E-01
1840      2.33679460    0.42229875E-01
1841      2.33729460    0.42288503E-01
1842      2.33779460    0.42347141E-01
1843      2.33829460    0.42405788E-01
1844      2.33879460    0.42464443E-01
1845      2.33929460    0.42523107E-01
1846      2.33979460    0.42581780E-01
1847      2.34029460    0.42640462E-01
1848      2.34079460    0.42699152E-01
1849      2.34129460    0.42757851E-01
1850      2.34179460    0.42816558E-01
1851      2.34229460    0.42875274E-01
1852      2.34279460    0.42933998E-01
1853      2.34329460    0.42992731E-01
1854      2.34379460    0.43051472E-01
1855      2.34429460    0.43110221E-01
1856      2.34479460    0.43168979E-01
1857      2.34529460    0.43227744E-01
1858      2.34579460    0.43286518E-01
1859      2.34629460    0.43345300E-01
1860      2.34679460    0.43404091E-01
1861      2.34729460    0.43462889E-01
1862      2.34779460    0.43521695E-01
1863      2.34829460    0.43580509E-01
1864      2.34879460    0.43639331E-01
1865      2.34929460    0.43698161E-01
1866      2.34979460    0.43756998E-01
1867      2.35029460    0.43815844E-01
1868      2.35079460    0.43874697E-01
1869      2.35129460    0.43933558E-01
1870      2.35179460    0.43992426E-01
1871      2.35229460    0.44051302E-01
1872      2.35279460    0.44110186E-01
1873      2.35329460    0.44169077E-01
1874      2.35379460    0.44227975E-01
1875      2.35429460    0.44286881E-01
1876      2.35479460    0.44345794E-01
1877      2.35529460    0.44404715E-01
1878      2.35579460    0.44463642E-01
1879      2.35629460    0.44522578E-01
1880      2.35679460    0.44581520E-01
1881      2.35729460    0.44640469E-01
1882      2.35779460    0.44699426E-01
1883      2.35829460    0.44758389E-01
1884      2.35879460    0.44817360E-01
1885      2.35929460    0.44876337E-01
1886      2.35979460    0.44935321E-01
1887      2.36029460    0.44994313E-01
1888      2.36079460    0.45053311E-01
1889      2.36129460    0.45112316E-01
1890      2.36179460    0.45171327E-01
1891      2.36229460    0.45230346E-01
1892      2.36279460    0.45289371E-01
1893      2.36329460    0.45348402E-01
1894      2.36379460    0.45407441E-01
1895      2.36429460    0.45466485E-01
1896      2.36479460    0.45525536E-01
1897      2.36529460    0.45584594E-01
1898      2.36579460    0.45643658E-01
1899      2.36629460    0.45702729E-01
1900      2.36679460    0.45761805E-01
1901      2.36729460    0.45820888E-01
1902      2.36779460    0.45879978E-01
1903      2.36829460    0.45939073E-01
1904      2.36879460    0.45998175E-01
1905      2.36929460    0.46057282E-01
1906      2.36979460    0.46116396E-01
1907      2.37029460    0.46175516E-01
1908      2.37079460    0.46234641E-01
1909      2.37129460    0.46293773E-01
1910      2.37179460    0.46352911E-01
1911      2.37229460    0.46412054E-01
1912      2.37279460    0.46471203E-01
1913      2.37329460    0.46530358E-01
1914      2.37379460    0.46589519E-01
1915      2.37429460    0.46648685E-01
1916      2.37479460    0.46707857E-01
1917      2.37529460    0.46767035E-01
1918      2.37579460    0.46826218E-01
1919      2.37629460    0.46885407E-01
1920      2.37679460    0.46944601E-01
1921      2.37729460    0.47003801E-01
1922      2.37779460    0.47063006E-01
1923      2.37829460    0.47122216E-01
1924      2.37879460    0.47181432E-01
1925      2.37929460    0.47240653E-01
1926      2.37979460    0.47299879E-01
1927      2.38029460    0.47359110E-01
1928      2.38079460    0.47418347E-01
1929      2.38129460    0.47477589E-01
1930      2.38179460    0.47536835E-01
1931      2.38229460    0.47596087E-01
1932      2.38279460    0.47655344E-01
1933      2.38329460    0.47714605E-01
1934      2.38379460    0.47773872E-01
1935      2.38429460    0.47833143E-01
1936      2.38479460    0.47892420E-01
1937      2.38529460    0.47951701E-01
1938      2.38579460    0.48010987E-01
1939      2.38629460    0.48070277E-01
1940      2.38679460    0.48129572E-01
1941      2.38729460    0.48188872E-01
1942      2.38779460    0.48248176E-01
1943      2.38829460    0.48307485E-01
1944      2.38879460    0.48366799E-01
1945      2.38929460    0.48426116E-01
1946      2.38979460    0.48485439E-01
1947      2.39029460    0.48544765E-01
1948      2.39079460    0.48604096E-01
1949      2.39129460    0.48663432E-01
1950      2.39179460    0.48722771E-01
1951      2.39229460    0.48782115E-01
1952      2.39279460    0.48841463E-01
1953      2.39329460    0.48900815E-01
1954      2.39379460    0.48960171E-01
1955      2.39429460    0.49019532E-01
1956      2.39479460    0.49078896E-01
1957      2.39529460    0.49138265E-01
1958      2.39579460    0.49197637E-01
1959      2.39629460    0.49257013E-01
1960      2.39679460    0.49316393E-01
1961      2.39729460    0.49375777E-01
1962      2.39779460    0.49435165E-01
1963      2.39829460    0.49494556E-01
1964      2.39879460    0.49553951E-01
1965      2.39929460    0.49613350E-01
1966      2.39979460    0.49672753E-01
1967      2.40029460    0.49732159E-01
1968      2.40079460    0.49791569E-01
1969      2.40129460    0.49850982E-01
1970      2.40179460    0.49910398E-01
1971      2.40229460    0.49969819E-01
1972      2.40279460    0.50029242E-01
1973      2.40329460    0.50088669E-01
1974      2.40379460    0.50148099E-01
1975      2.40429460    0.50207533E-01
1976      2.40479460    0.50266970E-01
1977      2.40529460    0.50326410E-01
1978      2.40579460    0.50385853E-01
1979      2.40629460    0.50445300E-01
1980      2.40679460    0.50504749E-01
1981      2.40729460    0.50564202E-01
1982      2.40779460    0.50623657E-01
1983      2.40829460    0.50683116E-01
1984      2.40879460    0.50742577E-01
1985      2.40929460    0.50802042E-01
1986      2.40979460    0.50861509E-01
1987      2.41029460    0.50920979E-01
1988      2.41079460    0.50980452E-01
1989      2.41129460    0.51039928E-01
1990      2.41179460    0.51099407E-01
1991      2.41229460    0.51158888E-01
1992      2.41279460    0.51218372E-01
1993      2.41329460    0.51277858E-01
1994      2.41379460    0.51337348E-01
1995      2.41429460    0.51396839E-01
1996      2.41479460    0.51456333E-01
1997      2.41529460    0.51515830E-01
1998      2.41579460    0.51575329E-01
1999      2.41629460    0.51634831E-01
2000      2.41679460    0.51694334E-01
2001      2.41729460    0.51753841E-01
2002      2.41779460    0.51813349E-01
2003      2.41829460    0.51872860E-01
2004      2.41879460    0.51932373E-01
2005      2.41929460    0.51991888E-01
2006      2.41979460    0.52051405E-01
2007      2.42029460    0.52110925E-01
2008      2.42079460    0.52170446E-01
2009      2.42129460    0.52229970E-01
2010      2.42179460    0.52289495E-01
2011      2.42229460    0.52349023E-01
2012      2.42279460    0.52408552E-01
2013      2.42329460    0.52468084E-01
2014      2.42379460    0.52527617E-01
2015      2.42429460    0.52587152E-01
2016      2.42479460    0.52646689E-01
2017      2.42529460    0.52706228E-01
2018      2.42579460    0.52765768E-01
2019      2.42629460    0.52825310E-01
2020      2.42679460    0.52884853E-01
2021      2.42729460    0.52944399E-01
2022      2.42779460    0.53003946E-01
2023      2.42829460    0.53063494E-01
2024      2.42879460    0.53123044E-01
